"ph","Hardness","Solids","Chloramines","Sulfate","Conductivity","Organic_carbon","Trihalomethanes","Turbidity","Potability","Prediction (Potability)"
8.099124189298397,224.23625939355776,19909.541732292393,9.275883602694089,333.073545745888,418.6062130644815,16.868636929550973,66.42009251176368,3.0559337496641685,0,0.3999741667522138
10.223862164528773,248.07173527013992,28749.716543528233,7.5134084658313025,393.66339551509645,283.6516335078445,13.789695317519886,84.60355617402357,2.672988736934779,0,0.4418583082184317
7.119824384264552,156.70499334039215,18730.813653342713,3.6060360905057203,282.3440504739606,347.71502726194376,15.929535908825699,79.5007783369744,3.445756223321899,0,0.3911838594946489
6.347271760539316,186.73288066057614,41065.23476453935,9.629596276480584,364.4876872467604,516.743281893657,11.539781191539419,75.07161728663777,4.376348290691898,0,0.45119761157848987
7.371050302429531,214.49661045715658,25630.320036999725,4.432669290372123,335.75443859606526,469.91455147923585,12.509163940498695,62.79727715266126,2.5602991476149146,0,0.3740931928023495
7.036752103833548,215.97785868806778,17107.224225827616,5.607060453087125,326.943977743867,436.25619397264916,14.189062206123708,59.85547582615388,5.459250956028731,0,0.38435167688596544
5.400301780729467,140.73906225113961,17266.593421923077,10.056852484033495,328.3582406986835,472.8740732754293,11.256381166909478,56.9319064457562,4.824786389767524,0,0.42117199916610365
7.036752103833548,145.76818060217258,13224.935638976958,7.906444720606137,304.0019927974152,298.99066649993244,12.729524720542258,49.536848802021865,4.004871127571583,0,0.4320437651766993
7.036752103833548,232.28045202353212,14787.206264858174,5.474914831733126,333.073545745888,383.9817230247576,12.16693714505169,86.08072748444091,5.029166724080735,0,0.39061148558235154
5.115817063771218,191.95274297485884,19620.545328612152,6.060712994989327,323.8363839136296,441.74837932486867,10.96648615295345,49.23823132273568,3.9020887676437543,0,0.3857687703356624
7.036752103833548,143.45373131192335,19942.273218184837,5.89075458310612,333.073545745888,427.1306714819022,22.46989198835695,53.12409421895881,2.90756391519334,0,0.3615524796249771
7.036752103833548,233.85899569121239,11703.923907047854,4.599387943421727,309.03932035276006,349.3996325323045,18.33889254980602,42.67746528271937,3.510004044590529,0,0.35251592056714537
7.145771545218821,238.68992851166007,28780.340431632725,6.81402870120907,385.9756504867898,332.0327063306858,11.093163397452656,66.13804474710018,5.182590703980226,0,0.43786892625755225
9.920691058768153,202.8174830014264,9973.934059208537,6.882248306781502,337.35052910963714,333.19246993768064,23.917601261274967,71.833623959766,4.69070723013249,0,0.3789144597791018
4.758439424671477,183.34945410599767,21568.428779035887,4.731348984614181,333.073545745888,403.9441682092025,18.66822945752125,66.91240003430596,4.542801461749175,0,0.36628867259177816
8.757257397440991,200.19140044205727,21536.224687445414,4.915101054543186,317.88290049783706,404.7177991564453,13.768323306421337,47.930871877110214,3.6261354416122304,0,0.39717024081944213
7.80963189801941,100.4576150915831,12013.550628764531,5.212314602065352,247.2008260476431,605.2201243500056,9.611348740011238,66.08417363713342,2.447444463910633,0,0.3679989839191587
9.147197055336921,211.71414177764134,11920.610835646206,7.2307947693374,339.7519188007938,527.7089100130407,18.27531210927765,47.63488493437153,3.7945315911032105,0,0.35018208027319114
10.560744636218196,181.89336556155354,21783.651033363374,6.991259996238134,340.39037835517297,456.5564021223438,16.48283536696391,34.2520490783523,3.9646863500221285,0,0.40516204436155895
7.484254837727466,260.09217257337195,30616.615148853696,9.379133540507624,333.073545745888,404.67077732816267,15.934483871207078,66.6210265451665,4.781188176562564,0,0.4329167365841742
8.520806572970303,238.33511245550966,28779.6500110336,8.282808464509609,381.6493228718946,481.3188026886131,6.016336609271207,39.09117136225335,3.9406045297946832,0,0.4326793647265292
7.036752103833548,155.05572682593436,20557.240431752216,8.187319049670325,333.073545745888,290.18098311050545,16.622255183892094,59.622057462107946,4.089907689677867,0,0.4348254012723441
7.036752103833548,229.48569367886049,35729.692708630326,8.810843045016396,384.94377894842074,296.3975472430137,16.92709217980689,66.62248509808484,3.8556022119166995,0,0.4484497867820553
8.085759800882219,127.73967382937272,32653.910360267586,6.534237410114922,333.073545745888,416.23963007040163,11.119659254793703,78.27505003771154,4.068688909481666,0,0.45470275595182064
6.2039777022783476,212.30661828668616,21815.07414790552,7.873991884545469,333.073545745888,362.10800431396245,14.9330126610987,63.87381994728531,5.215689206119035,0,0.4187201061252255
7.036752103833548,211.20052600889707,12830.484133775428,4.502117033961811,326.9615175657507,333.3298479586677,16.04514847686687,49.89840563542835,3.4397400415499195,0,0.367165515098537
5.704764776213017,116.29932988379586,33223.58152874991,7.050503159576975,297.0781534785211,504.37868096765493,9.001820487566135,48.1470312534892,4.157533407489738,0,0.4414050485780297
7.036752103833548,219.30091421337028,14859.46642428366,5.598326765629258,344.4423936728914,425.21357480761293,15.771834366058272,49.352001477804436,4.655916598688822,0,0.3664093656752754
6.897322141100197,211.36016672106155,25650.777643120262,6.766009906754591,333.073545745888,383.0143101678532,13.93478804138067,90.52332986300934,5.022783630004574,0,0.4228519718683905
6.455004797496717,176.68397277687006,24468.048390354594,5.756930038692856,314.79959828380953,477.58134615570293,16.245504341610683,57.72972382844005,2.2934314064128625,0,0.3703686668861923
1.844538366498842,233.7643427207269,28689.595777682935,7.724432299963912,333.073545745888,410.38726383770813,15.611859296305227,54.29944409418921,5.013463351103733,0,0.39036910698878985
6.395359131671062,133.8342291043793,23827.275015402887,5.1277468613272,266.9084282807846,573.4002951499592,9.833874584580258,95.02660927984373,4.191217514711704,0,0.39732952604648064
10.15544017022192,300.29247579584023,12652.362978658088,6.655126362567496,398.64778574595755,487.45913103075526,9.347633986485675,67.9197886870381,5.002467259922081,0,0.37565872062082034
8.721726710620581,206.36968238478397,28608.052076372544,6.325442403664851,377.40453818519927,506.93835272982534,13.553751007248536,42.381483937537176,2.5550269039968736,0,0.3852851673773823
7.036752103833548,197.9797828412593,17153.306163452093,7.659203939381076,329.2803146030727,575.1146944234249,11.870981482343325,69.10983568283255,4.383921813522324,0,0.3753519810327108
7.036752103833548,199.1078855640336,29721.911630350132,6.869690215355936,357.30322096748097,420.70959122207296,9.226618665284832,55.29428326667228,3.355164642176155,0,0.4259367955435236
7.077874006530455,220.67053960676589,23873.378210133662,6.181839616382845,341.98723407838395,333.0507859433459,10.661798937603976,90.29777033020963,4.764508264921448,0,0.431752663906641
9.177869865892433,163.2748282557015,20868.331218998803,7.726040434165082,320.4214321786778,426.9943931689402,10.214274603240654,62.430926156839874,3.1087699879134547,0,0.4308204819786141
